RID,AlignID,tmean,FoundIn,Name.1,MatchFactor.1,DB.Id.1,CAS.1,Formula.1,Name.2,MatchFactor.2,DB.Id.2,CAS.2,Formula.2,Name.3,MatchFactor.3,DB.Id.3,CAS.3,Formula.3,Name.4,MatchFactor.4,DB.Id.4,CAS.4,Formula.4,Name.5,MatchFactor.5,DB.Id.5,CAS.5,Formula.5,Name.6,MatchFactor.6,DB.Id.6,CAS.6,Formula.6,Name.7,MatchFactor.7,DB.Id.7,CAS.7,Formula.7,Name.8,MatchFactor.8,DB.Id.8,CAS.8,Formula.8,Name.9,MatchFactor.9,DB.Id.9,CAS.9,Formula.9,Name.10,MatchFactor.10,DB.Id.10,CAS.10,Formula.10,Name.11,MatchFactor.11,DB.Id.11,CAS.11,Formula.11,Name.12,MatchFactor.12,DB.Id.12,CAS.12,Formula.12,Name.13,MatchFactor.13,DB.Id.13,CAS.13,Formula.13,Name.14,MatchFactor.14,DB.Id.14,CAS.14,Formula.14,Name.15,MatchFactor.15,DB.Id.15,CAS.15,Formula.15,Name.16,MatchFactor.16,DB.Id.16,CAS.16,Formula.16,Name.17,MatchFactor.17,DB.Id.17,CAS.17,Formula.17,Name.18,MatchFactor.18,DB.Id.18,CAS.18,Formula.18,Name.19,MatchFactor.19,DB.Id.19,CAS.19,Formula.19,Name.20,MatchFactor.20,DB.Id.20,CAS.20,Formula.20
9,11,3.0417,100,"3-(2,5,8,11,14-Pentaoxacyclohexadecyl)-1,5,8,11,14,17-hexooxacyclononadecane",85.01,274846,,C24H46O11,"15,15'-Bi-1,4,7,10,13-pentaoxacyclohexadecane",82.2,274896,109773-67-3,C22H42O10,"Bicyclo[2.2.1]hept-5-ene-2,2-dimethanol",81.82,235586,6707-12-6,C9H14O2,"18,18'-Bi-1,4,7,10,13,16-hexaoxacyclononadecane",81.55,274847,109773-68-4,C26H50O12,"2,2-Dimethoxybutane",80.73,273172,3453-99-4,C6H14O2,"Ethanol, 2-[2-(2-methylpropoxy)ethoxy]-",80.72,108881,18912-80-6,C8H18O3,"(1S,1'S)-1,1'-Bis[2,5,8,11,14,17-hexaoxacyclooctadecane]",80.69,248773,95637-58-4,C24H46O12,"Acetic acid, [(aminocarbonyl)amino]oxo-",80.59,86631,585-05-7,C3H4N2O4,"1-Propanol, 2-ethoxy-",80.03,105570,19089-47-5,C5H12O2,Lactic acid,78.95,106653,50-21-5,C3H6O3,Pentaethylene glycol,78.88,343978,4792-15-8,C10H22O6,"(2S,2'S)-2,2'-Bis[1,4,7,10,13-pentaoxacyclopentadecane]",78.51,248742,95721-96-3,C20H38O10,"3,6,9,12,15-Pentaoxanonadecan-1-ol",78.41,343730,1786-94-3,C14H30O6,2-[2-[2-[2-[2-[2-[2-(2-Hydroxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethanol,78.33,343960,5117-19-1,C16H34O9,"3,6,9,12-Tetraoxahexadecan-1-ol",78.23,109802,1559-34-8,C12H26O5,Pentaethylene glycol,78.2,343967,4792-15-8,C10H22O6,Heptaethylene glycol,78.17,343969,5617-32-3,C14H30O8,"1,4,7,10,13,16-Hexaoxacyclooctadecane",78.07,343664,17455-13-9,C12H24O6,Hexaethylene glycol,77.99,343968,2615-15-8,C12H26O7,"1,4-Butanediol, 2,3-dimethoxy-",77.89,230535,,C6H14O4
19,12,3.1386,100,"1,4-Butanediol, 2,3-dimethoxy-",80.14,230535,,C6H14O4,"Bicyclo[2.2.1]hept-5-ene-2,2-dimethanol",79.18,235586,6707-12-6,C9H14O2,"2,2-Dimethoxybutane",79.08,273172,3453-99-4,C6H14O2,"Acetic acid, [(aminocarbonyl)amino]oxo-",78.82,86631,585-05-7,C3H4N2O4,"Benzene, 1-(chloromethyl)-2,4-dinitro-",78.33,274809,610-57-1,C7H5ClN2O4,"Ethanol, 2-[2-(2-methylpropoxy)ethoxy]-",78.29,108881,18912-80-6,C8H18O3,"N2-(4-Methylphenyl)-4-(4-iodophenyl)-1,3-thiazol-2-amine",77.94,274672,,C16H13IN2S,Lactic acid,76.76,106653,50-21-5,C3H6O3,"15,15'-Bi-1,4,7,10,13-pentaoxacyclohexadecane",76.72,274896,109773-67-3,C22H42O10,Pentaethylene glycol,76.12,343978,4792-15-8,C10H22O6,Pentaethylene glycol,76.09,343967,4792-15-8,C10H22O6,"1-Propanol, 2-ethoxy-",75.74,105570,19089-47-5,C5H12O2,"3-(2,5,8,11,14-Pentaoxacyclohexadecyl)-1,5,8,11,14,17-hexooxacyclononadecane",75.51,274846,,C24H46O11,Hexaethylene glycol,75.31,343968,2615-15-8,C12H26O7,"(1S,1'S)-1,1'-Bis[2,5,8,11,14,17-hexaoxacyclooctadecane]",75.24,248773,95637-58-4,C24H46O12,Heptaethylene glycol,75.09,343969,5617-32-3,C14H30O8,Paraldehyde,74.91,343603,123-63-7,C6H12O3,Pentaethylene glycol,74.8,114411,4792-15-8,C10H22O6,"2,5,8,11,14,17,20,23,25,28-Decaoxanonacosane, 10,19-diisobutyl-1-phenyl-",74.76,274779,,C33H60O10,2-[2-[2-[2-[2-[2-[2-(2-Hydroxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethanol,74.57,343960,5117-19-1,C16H34O9
17,13,3.13,100,"Acetamide, 2-(1-methyl-3-phenylthio-2-indolyl)-N-benzyl-",95.38,275891,310456-81-6,C24H22N2OS,"2-Propanone, 1,1,1,3,3,3-hexafluoro-, o-(phenylmethyl)oxime",95.13,276254,74387-54-5,C10H7F6NO,"N-Methylproline, benzyl ester",95.12,278411,,C13H17NO2,Tert-butyl N-benzylcarbamate,95.05,275987,,C12H17NO2,Tyrosyl-S-benzylcysteine,95.03,278379,,C19H22N2O4S,"Hydroxylamine, O-(phenylmethyl)-",94.97,312599,622-33-3,C7H9NO,Benzyloxymethylimine,94.89,277087,72399-18-9,C8H9NO,"Iron, tricarbonyl[(2,3,4,5-.eta.)-2,4-cycloheptadien-1-ol]-",94.86,276207,32716-70-4,C10H10FeO4,"3-(Benzyloxymethyl)hex-5-ene-1,2-diol",94.84,278422,,C14H20O3,Glycine benzyl ester,94.7,276294,1738-68-7,C9H11NO2,Benzadehyde O-benzyloxime,94.7,275890,17146-21-3,C14H13NO,"Butanoic acid, 2-[(phenylmethoxy)imino]-, trimethylsilyl ester",94.61,276933,55520-91-7,C14H21NO3Si,"3-Hydroxybutanamide, N-phenylmethoxy-",94.61,275846,,C11H15NO3,Methyl (3-benzyloxybicyclo(4.1.0)hept-2-en-7-yl)acetate,94.6,278384,,C17H20O3,"2,4-Dibenzyl-d-erythronic acid",94.55,278451,,C18H20O5,N-carbobenzyloxy-cysteinylcysteine,94.53,276253,189388-08-7,C14H18N2O5S2,"2,6-Octadiyne",94.48,275899,764-73-8,C8H10,"2,3-O-Dibenzylglucose",94.47,276229,,C20H24O6,"2,2'-Dithiobis(acetamide), N,N'-dibenzyl-",94.44,280315,1047-94-5,C18H20N2O2S2,"L-(-)-Fucose, tetraacetate, benzyloxime (isomer 1)",94.42,275702,,C21H27NO9
6,14,3.0391,100,"Acetic acid, [(aminocarbonyl)amino]oxo-",96.67,86631,585-05-7,C3H4N2O4,Lactic acid,94.59,106653,50-21-5,C3H6O3,Paraldehyde,94.22,343602,123-63-7,C6H12O3,Paraldehyde,94.19,343603,123-63-7,C6H12O3,Pentaethylene glycol,93.29,343978,4792-15-8,C10H22O6,"2,2-Dimethoxybutane",92.63,273172,3453-99-4,C6H14O2,"Butanamide, 2-hydroxy-N,3,3-trimethyl-",92.55,274670,87919-98-0,C7H15NO2,Pentaethylene glycol,92.23,343967,4792-15-8,C10H22O6,"1-Methyl-1-(2,2-dimethylpropyl)oxy-1-silacyclobutane",92.2,274867,,C9H20OSi,Pentaethylene glycol,92.1,114411,4792-15-8,C10H22O6,"2-Propanol, 1-ethoxy-",91.95,109837,1569-02-4,C5H12O2,Hexaethylene glycol,91.85,343968,2615-15-8,C12H26O7,Propyl nitrite,91.37,272119,543-67-9,C3H7NO2,Heptaethylene glycol,91.22,343969,5617-32-3,C14H30O8,Hexaethylene glycol,91.13,114412,2615-15-8,C12H26O7,"Acetaldehyde, tetramer",91.13,343964,108-62-3,C8H16O4,Pentaethylene glycol,90.65,343966,4792-15-8,C10H22O6,Paraldehyde,90.57,106646,123-63-7,C6H12O3,"Acetaldehyde, tetramer",90.41,107761,108-62-3,C8H16O4,"1-Propanol, 2-ethoxy-",90.38,105570,19089-47-5,C5H12O2
14,15,3.0922,100,"N2-(4-Methylphenyl)-4-(4-iodophenyl)-1,3-thiazol-2-amine",87.42,274672,,C16H13IN2S,"Propanoic acid, 2-hydroxy-, propyl ester",86.84,343653,616-09-1,C6H12O3,"Benzenepropanol, .gamma.-[(2-methoxyethoxy)methoxy]-.beta.-methyl-, (R*,s*)-(.+-.)-",85.42,274780,97991-46-3,C14H22O4,"3-Hepten-1-yne, 6-(2-methoxyethoxymethoxy)-, (E)-",85.37,233432,,C11H18O3,"Propanenitrile, 3-chloro-",84.95,344131,542-76-7,C3H4ClN,"Propanenitrile, 3-chloro-",84.51,344129,542-76-7,C3H4ClN,"ethane-1,2-diyl diethyl dicarbonate",84.33,114455,,C8H14O6,"Propanenitrile, 3-chloro-",84.32,344130,542-76-7,C3H4ClN,"Propanenitrile, 3-chloro-",84,129809,542-76-7,C3H4ClN,2-Bromo-1-(chloromethyl)cyclopropane,83.59,127621,,C4H6BrCl,"Benzene, 1-(chloromethyl)-2,4-dinitro-",83.58,274809,610-57-1,C7H5ClN2O4,"Cyclobutane, 1,2-dichloro-",83.48,234850,17437-39-7,C4H6Cl2,"Benzene, [2-[(1-methylethyl)thio]ethyl]-",83.41,274692,54576-42-0,C11H16S,2-Amino-3-(propylthio)propionic acid,82.89,274709,,C6H13NO2S,"2,5,8,11,14,17,20,23,25,28-Decaoxanonacosane, 10,19-diisobutyl-1-phenyl-",82.85,274779,,C33H60O10,2-(3-Chlorophenyl)ethylamine,82.78,407,13078-79-0,C8H10ClN,Methyl cis-3-chloropropenoate,82.64,274909,,C4H5ClO2,"1,3-Dichloro-2-butene",82.43,274730,926-57-8,C4H6Cl2,"1,3-Dichloro-2-butene",82.43,344236,926-57-8,C4H6Cl2,Trimethylsilyl cyclohexanecarboperoxoate,82.32,274916,,C10H20O3Si
27,16,3.2768,99,"Propanenitrile, 3-chloro-",90.16,344129,542-76-7,C3H4ClN,"Propanenitrile, 3-chloro-",90.09,344131,542-76-7,C3H4ClN,"Propanenitrile, 3-chloro-",90.06,129809,542-76-7,C3H4ClN,"Propanenitrile, 3-chloro-",90,344130,542-76-7,C3H4ClN,"Acetic acid, [(1-methylpropyl)thio]-",89.57,232157,22683-43-8,C6H12O2S,"Propanoic acid, 2-hydroxy-, propyl ester",89.33,343653,616-09-1,C6H12O3,"Benzenepropanol, .gamma.-[(2-methoxyethoxy)methoxy]-.beta.-methyl-, (R*,s*)-(.+-.)-",89.18,274780,97991-46-3,C14H22O4,"2,5,8,11,14,17,20,23,25,28-Decaoxanonacosane, 10,19-diisobutyl-1-phenyl-",88.4,274779,,C33H60O10,2-Bromo-1-(chloromethyl)cyclopropane,88.08,127621,,C4H6BrCl,Methyl cis-3-chloropropenoate,88.07,274909,,C4H5ClO2,"1,3-Dichloro-2-butene",87.96,344236,926-57-8,C4H6Cl2,"1,3-Dichloro-2-butene",87.78,274730,926-57-8,C4H6Cl2,"Butanoic acid, 3-(ethylthio)-",87.44,234638,89534-40-7,C6H12O2S,2-Amino-3-(propylthio)propionic acid,87.32,274709,,C6H13NO2S,"Cyclobutane, 1,2-dichloro-",87.3,234850,17437-39-7,C4H6Cl2,4-Chloro-3-buten-2-one,86.9,274908,,C4H5ClO,(S)-Isopropyl lactate,86.71,106674,63697-00-7,C6H12O3,"6-Methyl-2-oxo-4-m-tolyl-1,2,3,4-tetrahydro-pyrimidine-5-carboxylic acid 2-ethylsulfanyl-ethyl ester",86.67,274798,,C17H22N2O3S,Methyl trans-3-chloropropenoate,86.61,274911,,C4H5ClO2,"Borane, chlorodipropyl-",86.59,234635,22086-53-9,C6H14BCl
21,17,3.169,100,Trimethylsilyl propaneperoxoate,89.61,277401,,C6H14O3Si,"ethane-1,2-diyl diethyl dicarbonate",88.61,114455,,C8H14O6,Trimethylsilyl butaneperoxoate,85.41,277402,,C7H16O3Si,"Propanoic acid, 2-hydroxy-, propyl ester",85.21,343653,616-09-1,C6H12O3,1-Chloro-4-p-tolysulfonyl-2-butene,84.25,275903,108320-20-3,C11H13ClO2S,"Benzene, 1-([2,3-dimethoxy-1-(methoxymethyl)propoxy]methyl)",84.19,277393,,C14H22O4,"Propiohydrazide, 2-benzylthio-N2-(4-bromobenzylideno)-",83.86,277394,,C17H17BrN2OS,"L-Serine, O-(phenylmethyl)-",83.56,277045,4726-96-9,C10H13NO3,"3-Oxatricyclo[3.2.1.0(2,4)]Octane-6-carboxylic acid, 8-(trimethylsilyl)-, methyl ester",83.28,276940,67957-47-5,C12H20O3Si,"Propiohydrazide, 2-benzylthio-N2-(3-bromobenzylideno)-",83.01,275849,,C17H17BrN2OS,2-(3-Chlorophenyl)ethylamine,83,407,13078-79-0,C8H10ClN,"Propanoic acid, 3-chloro-",82.64,307408,107-94-8,C3H5ClO2,1-[p-Tolylsulfonyl]-2-methylaziridine,82.5,177167,25856-77-3,C10H13NO2S,"Propiohydrazide, 2-benzylthio-N2-(4-chlorobenzylideno)-",82.39,276235,,C17H17ClN2OS,"5,6-Dicyano-3-(4-methylbenzoyl)-1-benzofuran-2-carboxylic acid",82.36,276239,,C19H10N2O4,1-Dimethyl(isopropyl)silyloxy-3-phenylpropane,82.16,274910,,C14H24OSi,2-(3-Chlorophenyl)ethylamine,81.89,344901,13078-79-0,C8H10ClN,1-[(bromomethyl)sulfonyl]-4-methylbenzene,81.8,276168,,C8H9BrO2S,2-Methylmethcathinone,81.49,231440,1246815-51-9,C11H15NO,"Benzene, 1-isothiocyanato-4-methyl-",81.31,327365,622-59-3,C8H7NS
29,18,3.2914,100,"3,3-Dimethoxy-2-butanone",94.12,333406,21983-72-2,C6H12O3,"Butanoic acid, 3-(ethylthio)-",93.42,234638,89534-40-7,C6H12O2S,Methyl 2-(trimethylsilyl)ethyl malonate,93.24,274838,,C9H18O4Si,"[1,4,7]Trioxonane",93.24,106689,27725-91-3,C6H12O3,"Ethanol, 2-[2-(ethenyloxy)ethoxy]-",93.11,113394,929-37-3,C6H12O3,"3,3-Dimethoxy-2-butanone",92.26,15802,21983-72-2,C6H12O3,Allyl(methoxy)dimethylsilane,91.92,274870,30535-30-9,C6H14OSi,"3-Hepten-1-yne, 6-(2-methoxyethoxymethoxy)-, (E)-",91.73,233432,,C11H18O3,3-(2-Methoxyethoxymethoxy)-2-methylpentan-1-ol,91.73,233447,97991-45-2,C10H22O4,2-(2-(2-Butoxyethoxy)ethoxy)ethyl isobutyl carbonate,91.61,274743,,C15H30O6,"Ethanol, 2-[2-(ethenyloxy)ethoxy]-",91.56,343674,929-37-3,C6H12O3,"Bicyclo[4.3.0]non-2-en-4-one, 9-[(2-methoxyethoxy) methoxy]-1-methyl-",91.3,233430,,C14H22O4,"Cyclopentene, 4-(2-methoxyethoxymethoxy)-",91.16,233442,,C9H16O3,Butyl 2-ethoxyacetate,91.14,232968,,C8H16O3,"O-tert.-Butyl-L-threonine, methyl ester",91.05,219855,,C9H19NO3,"2-Propanol, 1,1'-oxybis-",91.02,113402,110-98-5,C6H14O3,"Tetracyclo[6.3.0.0(2,11).0(3,7)]undecan-10-one, 6-(2-methoxyethyloxymethyloxy)-7-methyl-",91.01,233431,,C16H24O4,Dipropylene glycol (isomer 1),90.95,113400,,C6H14O3,"2-Propanol, 1,1'-oxybis-",90.91,312168,110-98-5,C6H14O3,"10-Oxatetracyclo[5.5.2.0(1,5).0(8,12)]tetradecane-9,11,14-trione, 4-[(2-methoxyethoxy)methoxy]-5-methyl-",90.86,274778,,C18H24O7
26,19,3.2598,100,Lactic acid,92.07,106653,50-21-5,C3H6O3,Propyl nitrite,90.82,272119,543-67-9,C3H7NO2,"Propanenitrile, 3-chloro-",90.53,129809,542-76-7,C3H4ClN,"Propanenitrile, 3-chloro-",90.13,344129,542-76-7,C3H4ClN,"Propanenitrile, 3-chloro-",90.08,344130,542-76-7,C3H4ClN,"Butanamide, 2-hydroxy-N,3,3-trimethyl-",90.06,274670,87919-98-0,C7H15NO2,"Benzenepropanol, .gamma.-[(2-methoxyethoxy)methoxy]-.beta.-methyl-, (R*,s*)-(.+-.)-",89.87,274780,97991-46-3,C14H22O4,Pentaethylene glycol,89.62,343978,4792-15-8,C10H22O6,"Propanenitrile, 3-chloro-",89.43,344131,542-76-7,C3H4ClN,"3-Hepten-1-yne, 6-(2-methoxyethoxymethoxy)-, (E)-",89.33,233432,,C11H18O3,1-tert-Butoxy-2-ethoxyethane,89.29,346532,51422-54-9,C8H18O2,"Acetic acid, [(aminocarbonyl)amino]oxo-",89.21,86631,585-05-7,C3H4N2O4,"1-Methyl-1-(2,2-dimethylpropyl)oxy-1-silacyclobutane",89.11,274867,,C9H20OSi,"Acetaldehyde, tetramer",88.97,343964,108-62-3,C8H16O4,Methyl 2-(methylthio)butyrate,88.85,274681,51534-66-8,C6H12O2S,(S)-Isopropyl lactate,88.81,106674,63697-00-7,C6H12O3,Pentaethylene glycol,88.75,343967,4792-15-8,C10H22O6,Pentaethylene glycol,88.73,114411,4792-15-8,C10H22O6,Hexaethylene glycol,88.6,343968,2615-15-8,C12H26O7,"Acetaldehyde, tetramer",88.58,107761,108-62-3,C8H16O4
5,20,3.0387,100,"ethane-1,2-diyl diethyl dicarbonate",92.06,114455,,C8H14O6,"Propanoic acid, 2-hydroxy-, propyl ester",92,343653,616-09-1,C6H12O3,Trimethylsilyl propaneperoxoate,91.4,277401,,C6H14O3Si,Trimethylsilyl butaneperoxoate,87.82,277402,,C7H16O3Si,1-Chloro-4-p-tolysulfonyl-2-butene,86.83,275903,108320-20-3,C11H13ClO2S,"3-Oxatricyclo[3.2.1.0(2,4)]Octane-6-carboxylic acid, 8-(trimethylsilyl)-, methyl ester",85.75,276940,67957-47-5,C12H20O3Si,"2,5,8,11,14,17,20,23,25,28-Decaoxanonacosane, 10,19-diisobutyl-1-phenyl-",85.3,274779,,C33H60O10,1-Dimethyl(isopropyl)silyloxy-3-phenylpropane,84.77,274910,,C14H24OSi,2-(3-Chlorophenyl)ethylamine,84.42,407,13078-79-0,C8H10ClN,"Propanenitrile, 3-chloro-",84.19,344131,542-76-7,C3H4ClN,"Benzene, 1-([2,3-dimethoxy-1-(methoxymethyl)propoxy]methyl)",84.18,277393,,C14H22O4,"Propiohydrazide, 2-benzylthio-N2-(4-bromobenzylideno)-",83.82,277394,,C17H17BrN2OS,"Propanenitrile, 3-chloro-",83.82,344129,542-76-7,C3H4ClN,"L-Serine, O-(phenylmethyl)-",83.3,277045,4726-96-9,C10H13NO3,"Propanenitrile, 3-chloro-",83.27,344130,542-76-7,C3H4ClN,2-(3-Chlorophenyl)ethylamine,83.22,344901,13078-79-0,C8H10ClN,"Propanenitrile, 3-chloro-",82.8,129809,542-76-7,C3H4ClN,"1,3-Dichloro-2-methyl-propene",82.59,127622,,C4H6Cl2,2-Bromo-1-(chloromethyl)cyclopropane,82.57,127621,,C4H6BrCl,"5,6-Dicyano-3-(4-methylbenzoyl)-1-benzofuran-2-carboxylic acid",82.53,276239,,C19H10N2O4
13,21,3.0871,100,"Benzene, 1-(chloromethyl)-2,4-dinitro-",84.86,274809,610-57-1,C7H5ClN2O4,"N2-(4-Methylphenyl)-4-(4-iodophenyl)-1,3-thiazol-2-amine",84.09,274672,,C16H13IN2S,"Bicyclo[2.2.1]hept-5-ene-2,2-dimethanol",83.28,235586,6707-12-6,C9H14O2,"3-Hepten-1-yne, 6-(2-methoxyethoxymethoxy)-, (E)-",80.23,233432,,C11H18O3,"1-Butene, 3,4-dichloro-",80.19,309197,760-23-6,C4H6Cl2,"2,5,8,11,14,17,20,23,25,28-Decaoxanonacosane, 10,19-diisobutyl-1-phenyl-",79.52,274779,,C33H60O10,"Propanoic acid, 2-hydroxy-, propyl ester",79.3,343653,616-09-1,C6H12O3,"Benzenepropanol, .gamma.-[(2-methoxyethoxy)methoxy]-.beta.-methyl-, (R*,s*)-(.+-.)-",79.04,274780,97991-46-3,C14H22O4,"1-Butene, 3,4-dichloro-",78.83,309199,760-23-6,C4H6Cl2,"2-Propenoic acid, 2-chloro-, butyl ester",78.62,177159,13401-85-9,C7H11ClO2,"Benzene, [2-[(1-methylethyl)thio]ethyl]-",78.17,274692,54576-42-0,C11H16S,"Butane, 1,1-dichloro-3-methyl-",77.93,238574,625-66-1,C5H10Cl2,"Propanenitrile, 3-chloro-",77.89,344129,542-76-7,C3H4ClN,"15,15'-Bi-1,4,7,10,13-pentaoxacyclohexadecane",77.88,274896,109773-67-3,C22H42O10,"Acetic acid, [(2-methylpropyl)thio]-",77.77,274736,20600-62-8,C6H12O2S,"Cyclobutane, 1,2-dichloro-",77.76,234850,17437-39-7,C4H6Cl2,"Propanenitrile, 3-chloro-",77.71,344130,542-76-7,C3H4ClN,2-(3-Chlorophenyl)ethylamine,77.68,407,13078-79-0,C8H10ClN,"Propanenitrile, 3-chloro-",77.62,129809,542-76-7,C3H4ClN,"Propanenitrile, 3-chloro-",77.4,344131,542-76-7,C3H4ClN
8,22,3.0397,100,"Butanamide, 2-hydroxy-N,3,3-trimethyl-",93.21,274670,87919-98-0,C7H15NO2,"Acetaldehyde, tetramer",93.17,343964,108-62-3,C8H16O4,Propyl nitrite,93.1,272119,543-67-9,C3H7NO2,"Acetaldehyde, tetramer",93.04,107761,108-62-3,C8H16O4,"3-Hepten-1-yne, 6-(2-methoxyethoxymethoxy)-, (E)-",92.88,233432,,C11H18O3,"3-Hepten-1-yne, 6-(2-methoxyethoxymethoxy)-1-trimethylsilyl-, (E)-",92.73,233446,,C14H26O3Si,"Ethane, 1,1'-oxybis[2-methoxy-",92.58,347870,111-96-6,C6H14O3,"Ethane, 1,1'-oxybis[2-methoxy-",92.45,347871,111-96-6,C6H14O3,"Ethane, 1,1'-oxybis[2-methoxy-",92.4,348062,111-96-6,C6H14O3,Pentaethylene glycol,92.26,343978,4792-15-8,C10H22O6,Methyl 2-(methylthio)butyrate,92.16,274681,51534-66-8,C6H12O2S,"Ethane, 1,1'-oxybis[2-methoxy-",92.15,233027,111-96-6,C6H14O3,"Ethane, 1,1'-oxybis[2-methoxy-",92.08,348063,111-96-6,C6H14O3,Lactic acid,92,106653,50-21-5,C3H6O3,1-tert-Butoxy-2-ethoxyethane,91.84,202296,51422-54-9,C8H18O2,Pentaethylene glycol,91.79,114411,4792-15-8,C10H22O6,"1-Methyl-1-(2,2-dimethylpropyl)oxy-1-silacyclobutane",91.77,274867,,C9H20OSi,1-tert-Butoxy-2-ethoxyethane,91.71,346532,51422-54-9,C8H18O2,Isobutyl (2-(2-methoxyethoxy)ethyl) carbonate,91.66,233440,,C10H20O5,"Bicyclo[4.3.0]non-2-en-4-one, 9-[(2-methoxyethoxy) methoxy]-1-methyl-",91.61,233430,,C14H22O4
28,23,3.2846,100,"Propanoic acid, 2-hydroxy-, propyl ester",90.34,343653,616-09-1,C6H12O3,"ethane-1,2-diyl diethyl dicarbonate",90.09,114455,,C8H14O6,Trimethylsilyl propaneperoxoate,88.89,277401,,C6H14O3Si,2-(3-Chlorophenyl)ethylamine,86.38,407,13078-79-0,C8H10ClN,Trimethylsilyl butaneperoxoate,85.36,277402,,C7H16O3Si,"2,5,8,11,14,17,20,23,25,28-Decaoxanonacosane, 10,19-diisobutyl-1-phenyl-",84.91,274779,,C33H60O10,1-Dimethyl(isopropyl)silyloxy-3-phenylpropane,84.66,274910,,C14H24OSi,1-Chloro-4-p-tolysulfonyl-2-butene,84.62,275903,108320-20-3,C11H13ClO2S,2-(3-Chlorophenyl)ethylamine,84.56,344901,13078-79-0,C8H10ClN,"N2-(4-Methylphenyl)-4-(4-iodophenyl)-1,3-thiazol-2-amine",84.15,274672,,C16H13IN2S,"3-Oxatricyclo[3.2.1.0(2,4)]Octane-6-carboxylic acid, 8-(trimethylsilyl)-, methyl ester",84.09,276940,67957-47-5,C12H20O3Si,"Propanenitrile, 3-chloro-",83.87,344131,542-76-7,C3H4ClN,"Propanenitrile, 3-chloro-",83.58,344129,542-76-7,C3H4ClN,"Propanenitrile, 3-chloro-",83.11,344130,542-76-7,C3H4ClN,"Propanenitrile, 3-chloro-",82.54,129809,542-76-7,C3H4ClN,"Benzenepropanol, .gamma.-[(2-methoxyethoxy)methoxy]-.beta.-methyl-, (R*,s*)-(.+-.)-",82.46,274780,97991-46-3,C14H22O4,"1,3-Dichloro-2-methyl-propene",81.95,127622,,C4H6Cl2,"Benzene, [2-[(1-methylethyl)thio]ethyl]-",81.91,274692,54576-42-0,C11H16S,Trimethylsilyl cyclohexanecarboperoxoate,81.84,274916,,C10H20O3Si,"Cyclobutane, 1,2-dichloro-",81.61,234850,17437-39-7,C4H6Cl2
20,24,3.1452,100,"Pentanoic acid, 5-(phenylmethoxy)-, methyl ester",90.08,277376,31662-20-1,C13H18O3,"Octanoic acid, 8-(phenylmethoxy)-, methyl ester",89.44,278433,31662-21-2,C16H24O3,4-(Benzyloxy)oxolan-3-amine,89.43,275822,,C11H15NO2,"Spiro[1-benzyl-6-bromo-2,3-dihydroindol- 3,5'-2'-thiazoline], 2'-methylthio-2-oxo",88.8,275827,,C18H15BrN2OS2,"Propanamide, N-(1-methoxy-2-methylpropyl)-2-benzyloxycarbonylamino-",88.67,277375,,C16H24N2O4,2-[2-Benzyloxy-1-(1-methoxy-ethoxy)-ethyl]-oxirane,88.24,276071,109715-63-1,C14H20O4,"Butanoic acid, 3-benzyloxy-3-(1,1,-dimethylethoxycarbonyl)-1-methylpropyl ester",88.13,278395,,C19H28O5,"Spiro[2,3-dihydroindol-3,5'-2'-oxazoline], 1-benzyl-2'-methylthio-2-oxo-",87.9,277374,,C18H16N2O2S,"1,2,3,4-Butanetetrol, [S-(R*,R*)]-",87.84,343204,2319-57-5,C4H10O4,"Benzene, [(4-methoxybutoxy)methyl]-",87.29,275863,31600-47-2,C12H18O2,tert-Butyl ethyl carbonate,87.21,206691,27945-07-9,C7H14O3,"Oxazolidin-2-one, 3,5-dibenzyl-4-hydroxy-4,5-dimethyl-",87.19,275670,,C19H21NO3,N-[N-(Benzyloxycarbonyl)seryl]glycine ethylamide,87.08,277242,322682-62-2,C15H21N3O5,"Benzene, 1,1'-[1,5-pentanediylbis(oxymethylene)]bis-",86.98,278561,53150-24-6,C19H24O2,Methyl 4-O-benzyl-.alpha.-L-rhamnopyranoside,86.75,275856,25019-69-6,C14H20O5,"Asparagine, N-benzyl-, methyl ester",86.62,276493,,C12H16N2O3,"3-Benzyloxybutanoic acid, methyl ester",86.61,278448,116761-24-1,C12H16O3,Tyrosyl-S-benzylcysteine,86.49,278379,,C19H22N2O4S,Propanal benzyl ethyl acetal,86.46,277591,,C12H18O2,"Acetamide, 2-(1-methyl-3-phenylthio-2-indolyl)-N-benzyl-",86.45,275891,310456-81-6,C24H22N2OS
